"Side","Deck","Num","GID","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","IID","Spending","HasSpent","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupTransportedPct","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct","Cabin","PassengerId","Name","Transported","Train","LastName","GroupCabinMode"
"S","D",65,1875,"Mars","FALSE","TRAPPIST-1e",33,"FALSE",128,0,574,0,260,1,962,TRUE,1,0,1,0,0,0.377309523809522,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.429547619047619,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0134999999999995,"D/65/S","1875_01","Dills Soun",NA,"FALSE","Soun","D/65/S"
"P","D",66,2234,"Mars","FALSE","TRAPPIST-1e",31,"FALSE",21,0,1031,0,187.317766666667,5,1239.31776666667,TRUE,7,0,3,3,4,0.428571428571429,4,1,2,"Mars","55 Cancri e",1,0,1,0,0,1,0,0,0,0,0.0481666666666666,1,1,1,0,0,0.0583333333333333,0,0,0.0634285714285713,"D/66/P","2234_05","Burs Flité","FALSE","TRUE","Flité","F/448/P"
"S","D",66,1927,"Mars","FALSE","TRAPPIST-1e",55,"FALSE",2424,0,1,0,284,1,2709,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.0197999999999997,0,0,0.0343401960784297,0,0,0.0327,1,1,1,"D/66/S","1927_01","Trohs Hapie","FALSE","TRUE","Hapie","D/66/S"
"P","D",67,2260,"Europa","TRUE","TRAPPIST-1e",33,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.380567857142856,1,1,1,"Europa","TRAPPIST-1e",1,0,0,0.469383333333334,1,0,0,0.0353333333333315,4,3,0.75,1,0,0,2,1,0.5,1,0,0,"D/67/P","2260_01","Okulam Clumsty",NA,"FALSE","Clumsty","D/67/P"
"S","D",67,1951,"Europa","FALSE","55 Cancri e",28,"FALSE",1,1656,140,4160,430,2,6387,TRUE,2,0,1,0,0,0.442104761904761,2,1,1,"Europa","55 Cancri e",2,0,0,0.4363,1,0,0,0.0520833333333316,2,1,0.5,1,0,0,4,3,0.75,1,0,0,"D/67/S","1951_02","Weiaham Extraly",NA,"FALSE","Extraly","D/67/S"
"S","D",67,1951,"Europa","TRUE","55 Cancri e",28,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,0,0,0.43697619047619,2,1,1,"Europa","55 Cancri e",2,0,0,0.466666666666667,1,0,0,0.0357166666666648,2,1,0.5,1,0,0,4,3,0.75,1,0,0,"D/67/S","1951_01","Dhenah Extraly",NA,"FALSE","Extraly","D/67/S"
"P","D",68,2310,"Europa","TRUE","TRAPPIST-1e",56,"FALSE",0,0,0,0,0,2,0,FALSE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,3,2,1,0.5,0,0,0,0,0,0.0571666666666652,2,1,0.5,0,0,0.0417166666666664,"D/68/P","2310_02","Geons Holiabler","TRUE","TRUE","Holiabler","D/68/P"
"P","D",68,2310,"Europa","FALSE","TRAPPIST-1e",59,"FALSE",0,2210,0,4085,11,3,6306,TRUE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,3,2,1,0.5,0,0,0,0,0,0.0656999999999986,2,1,0.5,0,0,0.0533999999999998,"D/68/P","2310_03","Elebara Pleele","FALSE","TRUE","Pleele","D/68/P"
"P","D",68,2310,"Europa","TRUE","TRAPPIST-1e",44,"FALSE",0,0,0,0,0,4,0,FALSE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,3,2,1,0.5,0,0,0,0,0,0.0571666666666652,2,1,0.5,0,0,0.0372999999999996,"D/68/P","2310_04","Enibah Pleele","TRUE","TRUE","Pleele","D/68/P"
"P","D",68,2310,"Europa","TRUE","55 Cancri e",60,"FALSE",0,0,0,0,0,1,0,FALSE,4,0,1,3,1,0.75,4,1,2,"Europa","TRAPPIST-1e",4,3,1,0.75,3,2,1,0.5,0,0,0,0,0,0.0601666666666652,2,1,0.5,0,0,0.0424444444444441,"D/68/P","2310_01","Alaron Holiabler","TRUE","TRUE","Holiabler","D/68/P"
"S","D",68,1956,"Mars","FALSE","PSO J318.5-22",44,"FALSE",708,0,5,0,74,2,787,TRUE,2,0,1,1,1,0.5,2,1,2,"Mars","PSO J318.5-22",2,1,1,0.5,0,4,3,0.75,2,1,0.5,0,0,0.057666666666665,0,0,0,0,0,0.042533333333333,"D/68/S","1956_02","Mesh Pread","TRUE","TRUE","Pread","D/68/S"
"S","D",68,1956,"Mars","FALSE","TRAPPIST-1e",37,"FALSE",2765,0,1134,0,0,1,3899,TRUE,2,0,1,1,1,0.5,2,1,2,"Mars","PSO J318.5-22",2,1,1,0.5,0,4,3,0.75,2,1,0.5,0,0,0.0568333333333317,0,0,0,0,0,0.0502666666666664,"D/68/S","1956_01",NA,"FALSE","TRUE",NA,"D/68/S"
"S","D",69,2074,"Europa","FALSE","TRAPPIST-1e",24,"FALSE",1289,3343,0,4996,729,1,10357,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","TRAPPIST-1e",2,1,1,0.5,0,0,0,0,3,1,0.333333333333333,2,1,0.5,0,0,0.05575,4,3,0.75,"D/69/S","2074_01","Sadir Alaring","FALSE","TRUE","Alaring","D/69/S"
"S","D",69,2074,"Europa","FALSE","TRAPPIST-1e",23,"FALSE",9,4081,0,0,16,2,4106,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","TRAPPIST-1e",2,1,1,0.5,0,0,0,0,3,1,0.333333333333333,2,1,0.5,0,0,0.0461833333333333,4,3,0.75,"D/69/S","2074_02","Mergas Alaring","TRUE","TRUE","Alaring","D/69/S"
"P","D",7,238,"Mars","FALSE","TRAPPIST-1e",39,"FALSE",2556,0,22,0,0,1,2578,TRUE,1,0,1,0,0,0.439474999999999,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.413980952380953,0,0,0,0.0304999999999979,1,0,0,1,1,1,1,1,1,1,0,0,"D/7/P","0238_01","Set Chcak",NA,"FALSE","Chcak","D/7/P"
"S","D",7,226,"Europa","FALSE","55 Cancri e",25,"FALSE",3,3833,8098,1531,0,1,13465,TRUE,1,0,1,0,0,0.43122857142857,1,1,1,"Europa","55 Cancri e",1,0,0,0.428833333333334,0,0,0,0.0637857142857124,1,1,1,1,0,0,1,0,0,1,1,1,"D/7/S","0226_01","Brakis Matimple",NA,"FALSE","Matimple","D/7/S"
"P","D",70,2351,"Mars","FALSE","TRAPPIST-1e",25,"FALSE",1872,189,438,4,269,1,2772,TRUE,2,0,2,0,0,0.407314285714285,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.452726190476191,0,3,1,0.333333333333333,1,1,1,0,0,0,1,1,1,2,1,0.5,"D/70/P","2351_01","Puffs Botie",NA,"FALSE","Botie","D/70/P"
"S","D",70,2092,"Mars","FALSE","TRAPPIST-1e",22,"FALSE",2300,0,22,256,0,5,2578,TRUE,5,1,3,1,4,0.2,2,1,1,"Mars","TRAPPIST-1e",3,1,2,0.333333333333333,0,0,0,0.0409047619047601,1,1,1,2,1,0.5,1,1,1,0,0,0,"D/70/S","2092_05","Jur Stpie","FALSE","TRUE","Stpie","D/70/S"
"S","D",70,2092,"Mars","FALSE","TRAPPIST-1e",13,"FALSE",6726,0,1605,1266,0,3,9597,TRUE,5,1,3,1,4,0.2,2,1,1,"Mars","TRAPPIST-1e",3,1,2,0.333333333333333,0,0,0,0.0613214285714268,1,1,1,2,1,0.5,1,1,1,0,0,0,"D/70/S","2092_03","Cray Stpie","FALSE","TRUE","Stpie","D/70/S"
"S","D",70,2092,"Mars","FALSE","TRAPPIST-1e",18,"FALSE",29,0,2315,0,1,1,2345,TRUE,5,1,3,1,4,0.2,2,1,1,"Mars","TRAPPIST-1e",3,1,2,0.333333333333333,0,0,0,0.0374047619047601,1,1,1,2,1,0.5,1,1,1,0,0,0,"D/70/S","2092_01","Muffs Blan","TRUE","TRUE","Blan","D/70/S"
"P","D",71,2365,"Europa","TRUE","TRAPPIST-1e",50,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,1,1,1,1,0,0,0,0,0.0368283582089537,1,1,1,3,1,0.333333333333333,"D/71/P","2365_01","Spuri Clunic","TRUE","TRUE","Clunic","D/71/P"
"S","D",71,2099,"Mars","FALSE","TRAPPIST-1e",45,"FALSE",10,1095,1474,0,0,1,2579,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,1,1,1,1,1,1,3,1,0.333333333333333,1,0,0,0,0,0.0441666666666663,"D/71/S","2099_01","Cupers Boste","TRUE","TRUE","Boste","D/71/S"
"P","D",72,2443,"Earth","FALSE","TRAPPIST-1e",31,"FALSE",1458,421,76,0,0,1,1955,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,1,1,0,0,0.021233333333333,1,1,1,1,1,1,1,1,1,"D/72/P","2443_01",NA,"FALSE","TRUE",NA,"D/72/P"
"S","D",72,2115,"Europa","TRUE","TRAPPIST-1e",27,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.0206666666666666,1,1,1,"D/72/S","2115_01","Schird Oinded","TRUE","TRUE","Oinded","D/72/S"
"P","D",73,2487,"Mars","FALSE","TRAPPIST-1e",22,"FALSE",1938,475,165,0,0,3,2578,TRUE,3,0,2,0,0,0.464671428571428,2,1,1,"Mars","TRAPPIST-1e",1,0,0,0.50235,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,"D/73/P","2487_03","Badont Saf",NA,"FALSE","Saf","F/514/P"
"S","D",73,2120,"Mars","FALSE","TRAPPIST-1e",49,"FALSE",0,0,1058,0,0,1,1058,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,0,0,0.0194166666666646,1,0,0,1,1,1,1,1,1,1,0,0,"D/73/S","2120_01","Prah Bla","TRUE","TRUE","Bla","D/73/S"
"P","D",74,2524,"Europa","TRUE","55 Cancri e",27,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,1,1,0,0,2,0,0,0,0,0.0471469798657703,1,1,1,1,1,1,"D/74/P","2524_01","Ashir Witeronfus","TRUE","TRUE","Witeronfus","D/74/P"
"S","D",74,2133,"Mars","FALSE","TRAPPIST-1e",33.3303,"FALSE",1054,0,43,85,0,1,1182,TRUE,2,0,2,1,1,0.5,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0.0339999999999996,"D/74/S","2133_01","Caish Chrie","FALSE","TRUE","Chrie","D/74/S"
"P","D",75,2592,"Mars","FALSE","TRAPPIST-1e",29,"TRUE",803,0,0,58,0,1,861,TRUE,2,0,1,0,2,0,2,1,1,"Mars","TRAPPIST-1e",2,0,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,"D/75/P","2592_01","Conk Flé","FALSE","TRUE","Flé","D/75/P"
"P","D",75,2592,"Mars","FALSE","TRAPPIST-1e",18,"FALSE",1102,9,2628,0,0,2,3739,TRUE,2,0,1,0,2,0,2,1,1,"Mars","TRAPPIST-1e",2,0,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,"D/75/P","2592_02","Cindee Flé","FALSE","TRUE","Flé","D/75/P"
"S","D",75,2201,"Europa","FALSE","55 Cancri e",32,"FALSE",0,1968,13,1051,343.025776566416,1,3375.02577656642,TRUE,1,0,1,1,0,1,1,1,1,"Europa","55 Cancri e",1,1,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,1,"D/75/S","2201_01","Suhelik Subateful","TRUE","TRUE","Subateful","D/75/S"
"P","D",76,2595,"Mars","FALSE","TRAPPIST-1e",28,"FALSE",938,61,0,53,4,3,1056,TRUE,4,0,2,3,1,0.75,3,1,2,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,0,0,2,0,0,4,2,0.5,1,1,1,"D/76/P","2595_03","Res Fle","FALSE","TRUE","Fle","F/533/P"
"S","D",76,2203,"Mars","FALSE","TRAPPIST-1e",43,"FALSE",2019,0,560,0,0,1,2579,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,4,2,0.5,1,1,1,1,0,0,2,0,0,"D/76/S","2203_01","Guanch Boyst","FALSE","TRUE","Boyst","D/76/S"
"P","D",77,2596,"Mars","FALSE","TRAPPIST-1e",20,"FALSE",59,0,1646,1657,0,1,3362,TRUE,2,0,2,1,1,0.5,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,4,2,0.5,1,1,1,1,0,0,1,0,0,1,0,0,"D/77/P","2596_01","Pon Stpie","FALSE","TRUE","Stpie","D/77/P"
"S","D",77,2308,"Europa","FALSE","TRAPPIST-1e",33,"FALSE",0,2012,1,9124,4,3,11141,TRUE,4,0,1,2,2,0.5,4,1,2,"Europa","TRAPPIST-1e",4,2,2,0.5,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,"D/77/S","2308_03","Asellum Pringrous","FALSE","TRUE","Pringrous","D/77/S"
"S","D",77,2308,"Europa","FALSE","55 Cancri e",49,"FALSE",9,2426,95,1249,168,2,3947,TRUE,4,0,1,2,2,0.5,4,1,2,"Europa","TRAPPIST-1e",4,2,2,0.5,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,"D/77/S","2308_02","Beten Pringrous","FALSE","TRUE","Pringrous","D/77/S"
"S","D",77,2308,"Europa","FALSE","TRAPPIST-1e",67,"FALSE",0,4715,0,599,6,4,5320,TRUE,4,0,1,2,2,0.5,4,1,2,"Europa","TRAPPIST-1e",4,2,2,0.5,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,"D/77/S","2308_04","Polluma Pringrous","TRUE","TRUE","Pringrous","D/77/S"
"S","D",77,2308,"Europa","TRUE","TRAPPIST-1e",25,"FALSE",0,0,0,0,0,1,0,FALSE,4,0,1,2,2,0.5,4,1,2,"Europa","TRAPPIST-1e",4,2,2,0.5,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,"D/77/S","2308_01","Plas Pringrous","TRUE","TRUE","Pringrous","D/77/S"
"P","D",78,2635,"Mars","FALSE","TRAPPIST-1e",18,"FALSE",1867,0,29,72,63.2524222222222,1,2031.25242222222,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0390833333333333,4,2,0.5,"D/78/P","2635_01","Oafron Babre","TRUE","TRUE","Babre","D/78/P"
"S","D",78,2348,"Europa","FALSE","55 Cancri e",44,"TRUE",0,1223,78,1418,1239,1,3958,TRUE,1,0,1,0,1,0,1,1,1,"Europa","55 Cancri e",1,0,1,0,0,1,1,1,0,0,0.0479166666666666,4,2,0.5,1,0,0,1,0,0,"D/78/S","2348_01","Asellux Alaring","FALSE","TRUE","Alaring","D/78/S"
"P","D",79,2649,"Mars","FALSE","TRAPPIST-1e",16,"FALSE",46,0,1994,0,677,1,2717,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0331904761904742,0,0,0.0452499999999999,1,1,1,3,2,0.666666666666667,1,0,0,"D/79/P","2649_01","Swoass Giba","FALSE","TRUE","Giba","D/79/P"
"S","D",79,2355,"Europa","TRUE","TRAPPIST-1e",37,"FALSE",0,0,0,0,0,1,0,FALSE,4,0,1,0,0,0.434591666666666,4,1,2,"Europa","55 Cancri e",4,0,0,0.471951190476191,2,1,0,0,3,2,0.666666666666667,1,0,0,0,0,0.0458333333333333,1,1,1,"D/79/S","2355_01","Minus Unticatter",NA,"FALSE","Unticatter","D/79/S"
"S","D",79,2355,"Europa","FALSE","TRAPPIST-1e",33,"FALSE",651,275,0,0,1128,3,2054,TRUE,4,0,1,0,0,0.45365238095238,4,1,2,"Europa","55 Cancri e",4,0,0,0.486854761904762,2,1,0,0,3,2,0.666666666666667,1,0,0,0,0,0.0539166666666666,1,1,1,"D/79/S","2355_03","Meisam Unticatter",NA,"FALSE","Unticatter","D/79/S"
"S","D",79,2355,"Europa","FALSE","55 Cancri e",25,"FALSE",0,5619,0,0,11,4,5630,TRUE,4,0,1,0,0,0.44325238095238,4,1,2,"Europa","55 Cancri e",4,0,0,0.438559523809524,2,1,0,0,3,2,0.666666666666667,1,0,0,0,0,0.06645,1,1,1,"D/79/S","2355_04","Saiphda Unticatter",NA,"FALSE","Unticatter","D/79/S"
"S","D",79,2355,"Europa","TRUE","55 Cancri e",25,"FALSE",0,0,0,0,0,2,0,FALSE,4,0,1,0,0,0.431694047619047,4,1,2,"Europa","55 Cancri e",4,0,0,0.466267857142858,2,1,0,0,3,2,0.666666666666667,1,0,0,0,0,0.0484166666666667,1,1,1,"D/79/S","2355_02","Auvair Unticatter",NA,"FALSE","Unticatter","D/79/S"
"P","D",8,246,"Mars","FALSE","TRAPPIST-1e",21,"FALSE",2947,0,287,27,0,1,3261,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,1,1,0,0,0.0157666666666663,0,0,0.0169999999999983,1,1,1,0,0,0.0253095238095234,"D/8/P","0246_01","Mele Sesa","FALSE","TRUE","Sesa","D/8/P"
"S","D",8,265,"Europa","TRUE","TRAPPIST-1e",39,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,1,0,0,1,1,1,0,0,0.0324166666666651,0,0,0.0315,0,0,0.0202666666666662,"D/8/S","0265_01","Etair Herpumble","TRUE","TRUE","Herpumble","D/8/S"
"P","D",80,2716,"Europa","TRUE","55 Cancri e",14,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,0,0,0.446021825396825,2,1,2,"Europa","55 Cancri e",2,0,0,0.462233333333334,1,3,2,0.666666666666667,1,0,0,1,0,0,1,0,0,0,0,0.0553333333333331,"D/80/P","2716_02","Muonea Frintful",NA,"FALSE","Frintful","D/80/P"
"P","D",80,2716,"Europa","FALSE","TRAPPIST-1e",18,"FALSE",0,1219.30275,0,1685,863.756,1,3768.05875,TRUE,2,0,1,0,0,0.46100238095238,2,1,2,"Europa","55 Cancri e",2,0,0,0.449364285714286,1,3,2,0.666666666666667,1,0,0,1,0,0,1,0,0,0,0,0.0510238095238092,"D/80/P","2716_01","Majoram Frintful",NA,"FALSE","Frintful","D/80/P"
"S","D",80,2356,"Mars","TRUE","TRAPPIST-1e",4,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,0,0,0.0376904761904739,1,0,0,0,0,0.0289999999999982,1,0,0,1,0,0,"D/80/S","2356_02","Alls Peane","TRUE","TRUE","Peane","D/80/S"
"S","D",80,2356,"Mars","TRUE","TRAPPIST-1e",21,"FALSE",0,0,0,0,0,3,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,0,0,0.0381904761904738,1,0,0,0,0,0.0249999999999982,1,0,0,1,0,0,"D/80/S","2356_03","Lios Peane","TRUE","TRUE","Peane","D/80/S"
"S","D",80,2356,"Mars","FALSE","TRAPPIST-1e",45,"TRUE",773,82,0,6,0,1,861,TRUE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,0,0,0.0363333333333311,1,0,0,0,0,0.0359333333333316,1,0,0,1,0,0,"D/80/S","2356_01","Koat Peane","FALSE","TRUE","Peane","D/80/S"
"P","D",81,2736,"Mars","FALSE","TRAPPIST-1e",27,"TRUE",1709,4,24,0,0,1,1737,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,1,1,0,0,0.034666666666665,0,0,0.0286452380952381,3,2,0.666666666666667,"D/81/P","2736_01","Mark Prity","FALSE","TRUE","Prity","D/81/P"
"S","D",81,2373,"Europa","FALSE","TRAPPIST-1e",36,"FALSE",0,4756,0,7818,96,1,12670,TRUE,1,0,1,0,1,0,1,1,1,"Europa","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.0408095238095237,3,2,0.666666666666667,1,1,1,0,0,0.0467499999999998,"D/81/S","2373_01","Bens Aneetle","FALSE","TRUE","Aneetle","D/81/S"
"P","D",82,2778,"Mars","FALSE","TRAPPIST-1e",35,"FALSE",2301,0,414,121.254503174603,0,1,2836.2545031746,TRUE,2,0,2,2,0,1,1,1,2,"Mars","55 Cancri e",1,1,0,1,0,0,0,0.0330833333333311,2,1,0.5,1,0,0,1,0,0,1,0,0,"D/82/P","2778_01","Gorice Fisty","TRUE","TRUE","Fisty","D/82/P"
"S","D",82,2465,"Mars","FALSE","55 Cancri e",35,"FALSE",667,0,387,0,0,1,1054,TRUE,1,0,1,0,0,0.433809523809523,1,1,1,"Mars","55 Cancri e",1,0,0,0.431659523809524,0,1,1,1,1,0,0,1,0,0,2,1,0.5,1,0,0,"D/82/S","2465_01","Clus Brity",NA,"FALSE","Brity","D/82/S"
"P","D",83,2783,"Europa","TRUE","55 Cancri e",21,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,1,1,0.5,2,1,1,"Europa","55 Cancri e",2,1,1,0.5,1,1,0,0,0,0,0.0271999999999997,1,1,1,0,0,0.0470833333333333,0,0,0.0212499999999995,"D/83/P","2783_01","Alteron Emetillove","TRUE","TRUE","Emetillove","D/83/P"
"P","D",83,2783,"Europa","FALSE","55 Cancri e",29,"FALSE",2,8,0,2864,155,2,3029,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","55 Cancri e",2,1,1,0.5,1,1,0,0,0,0,0.0323833333333331,1,1,1,0,0,0.0495738095238095,0,0,0.0377380952380948,"D/83/P","2783_02","Gatrin Emetillove","FALSE","TRUE","Emetillove","D/83/P"
"S","D",83,2467,"Mars","FALSE","TRAPPIST-1e",42,"FALSE",999,0,49,0,11,1,1059,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,2,1,0.5,0,0,0.0214999999999997,0,0,0.0147499999999983,0,0,0.0137666666666667,1,1,1,"D/83/S","2467_01","Grake Datty","FALSE","TRUE","Datty","D/83/S"
"P","D",84,2803,"Europa","TRUE","TRAPPIST-1e",35,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.397834523809523,1,1,1,"Europa","TRAPPIST-1e",1,0,0,0.466116666666667,1,0,0,0.0228333333333313,0,0,0.0358690476190475,2,1,0.5,1,0,0,1,0,0,"D/84/P","2803_01","Atrix Dedentive",NA,"FALSE","Dedentive","D/84/P"
"S","D",84,2482,"Europa","FALSE","55 Cancri e",40,"FALSE",33,3030,0,3588,377,2,7028,TRUE,2,0,1,0,0,0.445432142857142,2,1,1,"Europa","55 Cancri e",2,0,0,0.418996428571429,0,0,0,0.0489642857142838,1,0,0,1,0,0,0,0,0.0477023809523809,2,1,0.5,"D/84/S","2482_02","Lesat Nairconed",NA,"FALSE","Nairconed","D/84/S"
"S","D",84,2482,"Europa","FALSE","55 Cancri e",42,"FALSE",3,2477,0,1585,1765,1,5830,TRUE,2,0,1,0,0,0.451503571428571,2,1,1,"Europa","55 Cancri e",2,0,0,0.415996428571429,0,0,0,0.0409642857142838,1,0,0,1,0,0,0,0,0.0439857142857143,2,1,0.5,"D/84/S","2482_01","Minchib Nairconed",NA,"FALSE","Nairconed","D/84/S"
"P","D",85,2816,"Europa","TRUE","TRAPPIST-1e",69,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.390363095238094,1,1,1,"Europa","TRAPPIST-1e",1,0,0,0.46752380952381,1,1,0,0,2,1,0.5,0,0,0.0162857142857128,2,2,1,0,0,0.0331666666666662,"D/85/P","2816_01","Sulah Gleroling",NA,"FALSE","Gleroling","D/85/P"
"S","D",85,2488,"Mars","FALSE","TRAPPIST-1e",69,"FALSE",4483,0,525,0,500,1,5508,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0340833333333314,2,2,1,0,0,0.041416666666665,2,1,0.5,0,0,0.0562261904761903,"D/85/S","2488_01","Meal Wate","FALSE","TRUE","Wate","D/85/S"
"P","D",86,2831,"Europa","FALSE","TRAPPIST-1e",19,"FALSE",0,1,0,2085,55,2,2141,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","TRAPPIST-1e",2,1,1,0.5,0,2,2,1,0,0,0.0399999999999998,0,0,0.0393333333333319,1,1,1,1,0,0,"D/86/P","2831_02","Naviton Impress","FALSE","TRUE","Impress","D/86/P"
"P","D",86,2831,"Europa","FALSE","TRAPPIST-1e",23,"FALSE",0,824,0,495,1479,1,2798,TRUE,2,0,1,1,1,0.5,2,1,1,"Europa","TRAPPIST-1e",2,1,1,0.5,0,2,2,1,0,0,0.0324999999999998,0,0,0.0334999999999985,1,1,1,1,0,0,"D/86/P","2831_01","Weznif Fandomatty","TRUE","TRUE","Fandomatty","D/86/P"
"S","D",86,2508,"Europa","TRUE","55 Cancri e",57,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,2,0,1,2,1,2,"Europa","55 Cancri e",2,2,0,1,2,2,1,0.5,1,1,1,1,0,0,0,0,0.04415,0,0,0.0495833333333331,"D/86/S","2508_01","Preonon Switud","TRUE","TRUE","Switud","D/86/S"
"S","D",86,2508,"Europa","TRUE","TRAPPIST-1e",18,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,2,0,1,2,1,2,"Europa","55 Cancri e",2,2,0,1,2,2,1,0.5,1,1,1,1,0,0,0,0,0.0383833333333333,0,0,0.0621666666666665,"D/86/S","2508_02","Phacton Switud","TRUE","TRUE","Switud","D/86/S"
"P","D",87,2855,"Europa","TRUE","55 Cancri e",50,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.407615018315017,1,1,1,"Europa","55 Cancri e",1,0,0,0.468354761904762,1,1,1,1,2,1,0.5,2,1,0.5,1,1,1,2,2,1,"D/87/P","2855_01","Dyonif Ambleetive",NA,"FALSE","Ambleetive","D/87/P"
"S","D",87,2553,"Europa","TRUE","TRAPPIST-1e",30,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Europa","TRAPPIST-1e",1,1,0,1,1,0,0,0.0344357142857125,1,1,1,2,2,1,2,1,0.5,2,1,0.5,"D/87/S","2553_01","Grafik Obnoftle","TRUE","TRUE","Obnoftle","D/87/S"
